step,time_s,picard_iterations,picard_final_delta,linear_normalized_inf_residual,moisture_balance_residual,energy_balance_residual
1,0.250000,3,1.901368e-11,1.485844e-16,-1.750976e-20,3.348993e-12
2,0.500000,3,5.017142e-11,9.164208e-17,1.769505e-20,3.890787e-12
3,0.750000,3,7.812151e-11,1.030971e-16,5.320426e-21,3.449801e-12
4,1.000000,4,6.661338e-15,1.145521e-16,8.576209e-21,8.035183e-13
5,1.250000,4,8.437695e-15,9.164147e-17,-1.655023e-20,3.893593e-12
6,1.500000,4,1.021405e-14,1.603721e-16,-1.771490e-20,5.486575e-12
7,1.750000,4,1.065814e-14,1.489165e-16,-3.123434e-21,3.911573e-12
8,2.000000,4,1.154632e-14,1.489645e-16,-8.073283e-22,5.094723e-12
9,2.250000,4,1.243450e-14,1.490256e-16,-2.052731e-20,4.071878e-12
10,2.500000,4,1.243450e-14,1.145499e-16,-1.952146e-20,3.692251e-12
11,2.750000,4,1.287859e-14,1.491315e-16,-4.910144e-21,1.334750e-12
12,3.000000,4,1.421085e-14,1.491641e-16,-6.703472e-21,3.506535e-12
13,3.250000,4,1.376677e-14,1.030937e-16,-4.685151e-21,2.539136e-12
14,3.500000,4,1.332268e-14,1.492312e-16,1.121657e-20,6.018110e-12
15,3.750000,4,1.421085e-14,1.260022e-16,2.301547e-20,3.772246e-12
16,4.000000,4,1.421085e-14,1.374563e-16,-8.615913e-21,2.841036e-12
17,4.250000,4,1.465494e-14,1.493343e-16,1.070041e-20,2.928335e-12
18,4.500000,4,1.509903e-14,1.030912e-16,5.135137e-21,2.289509e-12
19,4.750000,4,1.465494e-14,1.145452e-16,2.906382e-20,3.326599e-12
20,5.000000,4,1.509903e-14,9.163567e-17,-4.698386e-22,4.249621e-12
21,5.250000,4,1.465494e-14,1.494720e-16,-1.627230e-20,3.646576e-12
22,5.500000,4,1.509903e-14,1.495061e-16,9.052665e-21,4.810066e-12
23,5.750000,4,1.554312e-14,1.030884e-16,-3.639595e-21,3.660527e-12
24,6.000000,4,1.465494e-14,9.163360e-17,1.103128e-20,3.211584e-12
25,6.250000,4,1.509903e-14,1.496074e-16,1.478337e-20,2.785241e-12
26,6.500000,4,1.465494e-14,9.163249e-17,-4.175608e-21,3.990752e-12
27,6.750000,4,1.509903e-14,1.496724e-16,1.164009e-20,3.928795e-12
28,7.000000,4,1.554312e-14,1.145392e-16,-1.707301e-20,1.973748e-12
29,7.250000,4,1.554312e-14,1.497189e-16,6.021875e-21,4.363041e-12
30,7.500000,4,1.554312e-14,1.497423e-16,-3.004320e-21,4.111173e-12
31,7.750000,4,1.598721e-14,1.374443e-16,1.105113e-21,3.455375e-12
32,8.000000,4,1.554312e-14,1.497892e-16,-4.162373e-21,3.467622e-12
33,8.250000,4,1.598721e-14,9.162831e-17,2.448455e-20,3.033448e-12
34,8.500000,4,1.509903e-14,1.145346e-16,-1.323489e-22,4.296070e-12
35,8.750000,4,1.598721e-14,1.145338e-16,-1.072026e-21,4.064402e-12
36,9.000000,4,1.598721e-14,1.498833e-16,8.377685e-21,3.064257e-12
37,9.250000,4,1.598721e-14,1.030789e-16,-6.339512e-21,2.590490e-12
38,9.500000,4,1.643130e-14,1.499304e-16,-2.298900e-20,3.211320e-12
39,9.750000,4,1.598721e-14,1.499538e-16,-3.149904e-21,3.043461e-12
40,10.000000,4,1.643130e-14,1.030766e-16,1.654361e-22,4.055090e-12
41,10.250000,4,1.643130e-14,1.500007e-16,-4.660666e-20,2.896461e-12
42,10.500000,4,1.598721e-14,1.145278e-16,6.988022e-21,2.891347e-12
43,10.750000,4,1.643130e-14,1.259796e-16,5.585123e-21,3.621409e-12
44,11.000000,4,1.687539e-14,1.259787e-16,1.842297e-20,1.428822e-12
45,11.250000,4,1.687539e-14,1.500939e-16,4.757943e-21,1.921220e-12
46,11.500000,4,1.687539e-14,1.501170e-16,1.826415e-21,2.639160e-12
47,11.750000,4,1.687539e-14,1.501401e-16,-3.024172e-21,5.076606e-12
48,12.000000,4,1.643130e-14,1.259746e-16,-1.361208e-20,5.492946e-12
49,12.250000,4,1.643130e-14,1.717821e-16,-2.190374e-20,9.191189e-13
50,12.500000,4,1.643130e-14,1.717807e-16,-1.415471e-20,2.451477e-12
51,12.750000,4,1.687539e-14,9.161558e-17,-7.881377e-21,2.765829e-12
52,13.000000,4,1.643130e-14,1.502535e-16,2.196992e-21,2.209503e-12
53,13.250000,4,1.643130e-14,1.259693e-16,-1.187831e-20,2.709478e-12
54,13.500000,4,1.687539e-14,1.832264e-16,-3.943997e-21,4.206843e-12
55,13.750000,4,1.643130e-14,1.259671e-16,-2.292283e-20,2.617621e-12
56,14.000000,4,1.687539e-14,1.145145e-16,6.882143e-21,3.998343e-12
57,14.250000,4,1.643130e-14,1.503423e-16,-2.175816e-20,1.796653e-12
58,14.500000,4,1.643130e-14,1.030612e-16,2.536467e-20,5.502904e-12
59,14.750000,4,1.687539e-14,8.015799e-17,-1.770167e-20,3.610189e-12
60,15.000000,4,1.643130e-14,1.503957e-16,-5.783647e-21,2.145804e-12
61,15.250000,4,1.643130e-14,1.504135e-16,-1.463779e-20,3.186354e-12
62,15.500000,4,1.687539e-14,1.504313e-16,-1.220919e-20,2.746713e-12
63,15.750000,4,1.643130e-14,1.504490e-16,3.110199e-21,4.751893e-12
64,16.000000,4,1.643130e-14,1.145061e-16,1.750314e-20,2.755615e-12
65,16.250000,4,1.598721e-14,1.145050e-16,-6.418922e-21,4.069814e-12
66,16.500000,4,1.598721e-14,1.505023e-16,-9.754114e-21,2.411071e-12
67,16.750000,4,1.643130e-14,1.505200e-16,-7.431391e-21,3.244446e-12
68,17.000000,4,1.598721e-14,1.505377e-16,-1.462455e-21,4.170941e-12
69,17.250000,4,1.643130e-14,1.374007e-16,-2.580142e-20,3.688438e-12
70,17.500000,4,1.598721e-14,8.014963e-17,9.522503e-21,2.975828e-12
71,17.750000,4,1.643130e-14,1.505907e-16,2.792562e-21,2.494838e-12
72,18.000000,4,1.643130e-14,1.506084e-16,9.747496e-21,3.349016e-12
73,18.250000,4,1.643130e-14,1.506260e-16,-5.333661e-21,2.477935e-12
74,18.500000,4,1.643130e-14,1.506436e-16,1.455838e-21,3.852543e-12
75,18.750000,4,1.643130e-14,1.506611e-16,1.122980e-20,5.085654e-13
76,19.000000,4,1.643130e-14,1.144926e-16,2.447131e-20,2.517209e-12
77,19.250000,4,1.687539e-14,9.159311e-17,1.694066e-21,3.103962e-12
78,19.500000,4,1.598721e-14,1.507137e-16,-5.823352e-22,4.436757e-12
79,19.750000,4,1.598721e-14,1.507311e-16,-1.316872e-20,2.555456e-12
80,20.000000,4,1.687539e-14,1.507485e-16,-3.110199e-22,3.032255e-12
81,20.250000,4,1.598721e-14,1.831786e-16,3.282253e-21,2.165268e-12
82,20.500000,4,1.598721e-14,1.507833e-16,9.919550e-21,4.124437e-12
83,20.750000,4,1.643130e-14,1.508006e-16,1.272535e-20,2.256986e-12
84,21.000000,4,1.598721e-14,1.259313e-16,-2.858074e-20,2.444114e-12
85,21.250000,4,1.598721e-14,1.508352e-16,-6.418922e-22,4.106132e-12
86,21.500000,4,1.598721e-14,1.508515e-16,1.093864e-20,4.405892e-12
87,21.750000,4,1.598721e-14,1.508657e-16,2.852119e-20,4.804893e-12
88,22.000000,4,1.643130e-14,1.259258e-16,2.862045e-20,2.137804e-12
89,22.250000,4,1.598721e-14,1.508943e-16,-1.594804e-20,5.102793e-12
90,22.500000,4,1.598721e-14,1.509086e-16,-2.363751e-20,2.510311e-12
91,22.750000,4,1.598721e-14,1.509228e-16,-5.379983e-21,2.520081e-12
92,23.000000,4,1.598721e-14,1.509371e-16,-1.835679e-20,1.853850e-12
93,23.250000,4,1.643130e-14,1.509514e-16,3.058583e-20,2.218684e-12
94,23.500000,4,1.598721e-14,1.717055e-16,1.496204e-20,3.301664e-12
95,23.750000,4,1.509903e-14,1.144690e-16,5.565271e-21,2.125217e-12
96,24.000000,4,1.598721e-14,1.030210e-16,1.725168e-20,3.337108e-12
97,24.250000,4,1.598721e-14,1.030198e-16,1.442603e-20,2.676706e-12
98,24.500000,4,1.598721e-14,9.157208e-17,4.863822e-21,2.430861e-12
99,24.750000,4,1.643130e-14,1.510369e-16,4.963084e-21,3.219452e-12
