step,time_s,picard_iterations,picard_final_delta,linear_normalized_inf_residual,moisture_balance_residual,energy_balance_residual
1,0.500000,4,1.165734e-12,1.676533e-16,-4.071714e-20,4.443791e-12
2,1.000000,4,5.897505e-13,1.259270e-16,-2.184419e-20,-7.133174e-13
3,1.500000,4,7.087664e-13,1.260498e-16,2.924911e-21,1.211073e-12
4,2.000000,4,7.376322e-13,1.261494e-16,-6.637297e-21,2.316248e-12
5,2.500000,4,7.722711e-13,1.262326e-16,-3.507246e-22,-1.900447e-12
6,3.000000,4,7.895906e-13,1.263129e-16,-4.771178e-21,1.427018e-13
7,3.500000,4,7.993606e-13,1.263872e-16,1.958764e-21,3.442980e-12
8,4.000000,4,8.038015e-13,1.063782e-16,7.365216e-21,4.362830e-12
9,4.500000,4,8.033574e-13,8.434336e-17,5.982170e-21,-2.876917e-12
10,5.000000,4,8.006928e-13,8.438429e-17,-1.117686e-20,2.747753e-12
11,5.500000,4,7.966960e-13,1.012276e-16,1.084599e-20,-4.000168e-13
12,6.000000,4,7.913670e-13,1.266880e-16,-5.399835e-21,5.338716e-12
13,6.500000,4,7.851497e-13,1.267398e-16,1.257315e-20,6.953625e-12
14,7.000000,4,7.784884e-13,1.267906e-16,-7.557122e-21,3.541747e-12
15,7.500000,4,7.718270e-13,1.268404e-16,6.696854e-21,1.252463e-12
16,8.000000,4,7.651657e-13,1.268894e-16,-1.753623e-21,-2.449069e-12
17,8.500000,4,7.580603e-13,1.303849e-16,1.177905e-20,8.805665e-13
18,9.000000,4,7.513989e-13,1.269775e-16,1.905824e-21,-1.272898e-12
19,9.500000,4,7.434053e-13,1.270207e-16,5.677768e-21,5.918460e-13
20,10.000000,4,7.367440e-13,1.115085e-16,9.098987e-21,3.754885e-12
21,10.500000,4,7.300827e-13,1.271053e-16,2.398824e-20,2.188610e-12
22,11.000000,4,7.220891e-13,1.355214e-16,6.246868e-21,-2.249867e-13
23,11.500000,4,7.163159e-13,8.920256e-17,1.412824e-20,2.377265e-14
24,12.000000,4,7.100986e-13,1.561019e-16,-5.598358e-21,-7.313455e-13
25,12.500000,4,7.034373e-13,1.272610e-16,1.382384e-20,-2.576023e-12
26,13.000000,4,6.976641e-13,1.272980e-16,-4.453540e-21,1.943140e-12
27,13.500000,4,6.927792e-13,1.273348e-16,7.252720e-21,1.819149e-12
28,14.000000,4,6.861178e-13,1.389383e-16,-6.749794e-22,1.751800e-12
29,14.500000,4,6.807888e-13,1.698762e-16,-8.205632e-22,-5.412892e-13
30,15.000000,4,6.763479e-13,9.776784e-17,-6.577740e-21,-1.872329e-12
31,15.500000,4,6.727952e-13,1.320699e-16,4.049876e-21,-1.949940e-12
32,16.000000,4,6.696865e-13,1.029097e-16,-9.833523e-21,-4.825168e-12
33,16.500000,4,6.656897e-13,1.011926e-16,2.693300e-21,2.493422e-12
34,17.000000,4,6.625811e-13,1.275737e-16,6.306425e-21,4.907408e-12
35,17.500000,4,6.590284e-13,1.131940e-16,-4.632211e-23,1.354014e-12
36,18.000000,4,6.554757e-13,1.276381e-16,5.611593e-21,4.148473e-12
37,18.500000,4,6.528111e-13,1.276699e-16,-7.715941e-21,3.889902e-12
38,19.000000,4,6.488143e-13,1.277015e-16,-1.207022e-20,6.549233e-12
39,19.500000,4,6.461498e-13,1.046102e-16,-1.038939e-21,-7.476658e-13
40,20.000000,4,6.439294e-13,1.277609e-16,1.522012e-21,-3.655062e-12
41,20.500000,4,6.403766e-13,1.277903e-16,-3.970467e-22,2.129574e-12
42,21.000000,4,6.372680e-13,1.278195e-16,-1.185846e-20,9.636736e-13
43,21.500000,4,6.346035e-13,1.278486e-16,1.439956e-20,-3.604061e-13
44,22.000000,4,6.310508e-13,9.945480e-17,-2.183757e-22,4.494377e-12
45,22.500000,4,6.292744e-13,1.279062e-16,4.526332e-21,4.860903e-12
46,23.000000,4,6.266099e-13,1.279347e-16,-1.541865e-21,1.271108e-12
47,23.500000,4,6.226131e-13,1.279630e-16,3.851353e-21,8.415629e-13
48,24.000000,4,6.203926e-13,1.706544e-16,3.242548e-21,3.220341e-12
49,24.500000,4,6.177281e-13,1.706901e-16,5.518949e-21,1.745312e-12
50,25.000000,4,6.155076e-13,1.280442e-16,1.133568e-20,4.863498e-12
51,25.500000,4,6.123990e-13,1.280707e-16,4.261635e-21,1.733280e-12
52,26.000000,4,6.101786e-13,1.280971e-16,-2.051408e-21,7.694956e-13
53,26.500000,4,6.075140e-13,1.281233e-16,-1.475690e-21,4.552608e-13
54,27.000000,4,6.057377e-13,1.114322e-16,3.308722e-23,-1.699280e-12
55,27.500000,4,6.026291e-13,1.281754e-16,5.882909e-21,1.568190e-15
56,28.000000,4,6.004086e-13,1.282013e-16,-3.063877e-21,-2.112047e-12
57,28.500000,4,5.973000e-13,1.282270e-16,5.386600e-21,-4.346523e-14
58,29.000000,4,5.950795e-13,9.085113e-17,-1.985233e-21,2.562159e-12
59,29.500000,4,5.937473e-13,1.282775e-16,2.382280e-22,-1.427608e-13
60,30.000000,4,5.910827e-13,1.283019e-16,-3.083729e-21,1.505879e-13
61,30.500000,4,5.884182e-13,1.283261e-16,1.225551e-20,-1.957351e-12
62,31.000000,4,5.870859e-13,1.283503e-16,-7.087283e-21,2.817455e-12
63,31.500000,4,5.848655e-13,1.283743e-16,8.748262e-21,5.013046e-12
64,32.000000,4,5.822010e-13,1.283983e-16,6.948317e-22,1.158920e-12
65,32.500000,4,5.808687e-13,1.028318e-16,1.244741e-20,6.675216e-13
66,33.000000,4,5.782042e-13,1.284459e-16,-1.786710e-22,-9.511558e-13
67,33.500000,4,5.755396e-13,1.712927e-16,-1.416133e-21,2.753353e-13
68,34.000000,4,5.750955e-13,1.284931e-16,1.085261e-21,3.798850e-12
69,34.500000,4,5.728751e-13,1.285165e-16,7.299042e-21,3.580858e-12
70,35.000000,4,5.706546e-13,1.285399e-16,1.250697e-20,8.589240e-13
71,35.500000,4,5.693224e-13,9.424728e-17,-1.290402e-21,2.650213e-12
72,36.000000,4,5.671019e-13,1.285851e-16,5.049110e-21,4.305556e-12
73,36.500000,4,5.657697e-13,1.286073e-16,1.105775e-20,2.423811e-12
74,37.000000,4,5.639933e-13,1.286295e-16,-3.632977e-21,3.925582e-12
75,37.500000,4,5.617729e-13,1.715355e-16,7.074049e-21,1.104450e-12
76,38.000000,4,5.599965e-13,1.286737e-16,-9.734261e-21,3.108624e-15
77,38.500000,4,5.586642e-13,1.286956e-16,3.513863e-21,5.290657e-12
78,39.000000,4,5.573320e-13,1.716234e-16,-2.680065e-21,2.114642e-12
79,39.500000,4,5.546674e-13,1.287393e-16,5.340278e-21,3.750805e-12
80,40.000000,4,5.528911e-13,1.287611e-16,-9.462946e-21,2.642830e-12
81,40.500000,4,5.515588e-13,1.287827e-16,1.046880e-20,-7.834844e-13
82,41.000000,4,5.497824e-13,1.288043e-16,4.003554e-21,-4.393957e-12
83,41.500000,4,5.480061e-13,1.288259e-16,-1.720536e-21,4.657580e-12
84,42.000000,4,5.466738e-13,1.288470e-16,-5.247634e-21,1.545264e-12
85,42.500000,4,5.448975e-13,1.288677e-16,3.818266e-21,-1.608935e-12
86,43.000000,4,5.426770e-13,1.288883e-16,1.289078e-20,1.134703e-12
87,43.500000,4,5.413447e-13,1.289088e-16,7.828437e-21,2.302519e-12
88,44.000000,4,5.400125e-13,1.289293e-16,3.857970e-21,6.444845e-14
