step,time_s,picard_iterations,picard_delta_temperature_C,picard_delta_moisture_kgkg,linear_normalized_inf_residual,moisture_balance_residual,energy_balance_residual
1,1.000000,3,5.918821e-12,3.356660e-09,2.886033e-16,-1.637818e-20,7.385909e-11
2,2.000000,3,1.862333e-11,4.680337e-09,2.897012e-16,-5.407776e-20,-7.834585e-11
3,3.000000,3,2.175682e-11,3.248214e-09,3.369021e-16,4.853234e-20,-7.084061e-11
4,4.000000,3,3.169021e-11,3.783015e-09,2.911633e-16,4.488613e-20,4.786535e-11
5,5.000000,3,3.201706e-11,2.974882e-09,2.917304e-16,-3.330560e-20,2.037127e-12
6,6.000000,3,3.958434e-11,3.236978e-09,2.922483e-16,-3.423204e-20,6.368555e-11
7,7.000000,3,4.066791e-11,2.712131e-09,3.659048e-16,-9.906977e-20,4.023347e-11
8,8.000000,3,4.688161e-11,2.855497e-09,2.931647e-16,8.741645e-21,1.686851e-11
9,9.000000,3,4.800427e-11,2.482250e-09,2.935794e-16,-3.641580e-20,2.622567e-11
10,10.000000,3,5.170264e-11,2.564683e-09,2.939711e-16,4.366852e-20,-6.034461e-11
11,11.000000,3,5.297096e-11,2.282943e-09,2.943446e-16,-9.225380e-20,2.782458e-11
12,12.000000,3,5.707079e-11,2.330538e-09,2.947006e-16,-9.992342e-21,-6.773290e-12
13,13.000000,3,5.873346e-11,2.108767e-09,2.950416e-16,2.146699e-20,2.669475e-11
14,14.000000,3,6.214762e-11,2.134964e-09,3.382896e-16,-6.650532e-21,-5.281770e-11
15,15.000000,3,6.422241e-11,1.954907e-09,2.956871e-16,-3.529745e-20,1.259794e-10
16,16.000000,3,6.714274e-11,1.967234e-09,3.384858e-16,7.778145e-20,1.782686e-10
17,17.000000,3,6.809486e-11,1.817503e-09,2.962907e-16,-8.212911e-20,-5.293745e-11
18,18.000000,3,7.083045e-11,1.820529e-09,2.965791e-16,2.217506e-20,3.366948e-11
19,19.000000,3,7.218048e-11,1.693589e-09,2.968595e-16,-1.131980e-19,4.419035e-11
20,20.000000,3,7.307221e-11,1.690208e-09,3.387610e-16,5.420349e-20,-5.404874e-11
21,21.000000,3,7.565149e-11,1.580912e-09,2.973987e-16,6.894054e-20,9.072991e-11
22,22.000000,3,7.775114e-11,1.573019e-09,3.388852e-16,-7.856231e-20,5.667333e-11
23,23.000000,3,7.802825e-11,1.477654e-09,2.979128e-16,1.578393e-19,1.933388e-11
