step,time_s,picard_iterations,picard_delta_temperature_C,picard_delta_moisture_kgkg,linear_normalized_inf_residual,moisture_balance_residual,energy_balance_residual
1,1.000000,4,5.091039e-12,2.602363e-13,2.944916e-16,-3.328575e-20,1.248762e-10
2,2.000000,4,5.741185e-12,8.295586e-13,3.695213e-16,-5.835263e-20,-3.788459e-11
3,3.000000,4,3.556266e-12,4.893863e-13,3.372476e-16,2.559628e-20,4.465922e-11
4,4.000000,4,5.741185e-12,6.359357e-13,3.374075e-16,1.699228e-19,-2.349928e-10
5,5.000000,4,5.762502e-12,5.337952e-13,3.721426e-16,-4.986906e-19,1.205319e-10
6,6.000000,4,4.099832e-12,5.915268e-13,3.377383e-16,-8.621207e-20,3.064093e-10
7,7.000000,4,3.932854e-12,5.564438e-13,3.378601e-16,7.055520e-20,1.731222e-10
8,8.000000,4,5.215384e-12,5.719869e-13,2.992188e-16,2.244042e-19,3.510845e-10
9,9.000000,4,5.123013e-12,5.111467e-13,3.380076e-16,-3.341148e-20,4.680682e-10
10,10.000000,4,3.758771e-12,4.920508e-13,3.381568e-16,5.995405e-21,-5.663067e-12
11,11.000000,4,6.217249e-12,4.751755e-13,3.004234e-16,-2.479887e-19,4.725596e-11
12,12.000000,4,3.335998e-12,4.489742e-13,3.383753e-16,-2.232064e-19,1.069562e-10
13,13.000000,4,4.877876e-12,4.307665e-13,3.011361e-16,-1.000690e-19,1.923745e-10
14,14.000000,4,3.929301e-12,4.143352e-13,3.385434e-16,-3.417050e-19,8.504765e-11
15,15.000000,4,6.181722e-12,3.681500e-13,3.772444e-16,7.768880e-21,8.855578e-11
16,16.000000,4,4.941825e-12,3.796963e-13,3.021087e-16,-1.051512e-19,3.245074e-11
17,17.000000,4,4.607870e-12,4.103384e-13,3.387690e-16,2.253505e-19,1.479024e-11
18,18.000000,4,3.051781e-12,3.717027e-13,3.388105e-16,1.084136e-19,1.824634e-10
19,19.000000,4,4.408918e-12,3.699263e-13,3.787412e-16,-1.725234e-19,3.276978e-10
20,20.000000,4,3.300471e-12,3.264056e-13,3.389723e-16,4.963084e-22,-4.618264e-11
21,21.000000,4,3.598899e-12,3.264056e-13,3.035436e-16,4.022083e-20,-2.483207e-10
22,22.000000,4,5.119460e-12,2.913225e-13,3.390965e-16,-1.909331e-19,-6.741059e-11
23,23.000000,4,4.092726e-12,2.668976e-13,3.391552e-16,1.631663e-19,7.381251e-11
24,24.000000,4,3.382183e-12,2.589040e-13,3.391859e-16,3.271665e-20,2.405700e-10
25,25.000000,4,4.696687e-12,2.695622e-13,3.045704e-16,-4.937937e-20,1.909689e-10
26,26.000000,4,4.707346e-12,2.398082e-13,3.048139e-16,1.129333e-19,-3.955209e-10
